Date,Ticker,Episode_ID,Rebound_Date,Prior_Close,Prior_Prior_Close,Prior_High,Daily_Range,Close_Location,Open,High,Low,Close,SMA50,Prior_Distance_SMA50,Prior_Return_10D,Session,Entry_Date,Entry_Open,Future_Return_1D,Future_Return_3D,Future_Return_5D,Exit_Date_1D,Exit_Date_3D,Exit_Date_5D
2022-04-29,AAPL,AAPL:2022-04-28,2022-04-28,163.63999938964844,156.57000732421875,164.52000427246094,8.949996948242188,0.04469207071215094,161.83999633789062,166.1999969482422,157.25,157.64999389648438,165.83680053710938,-0.015016729305065146,-0.03967133068644679,1089,2022-05-02,156.7100067138672,0.0079765167918239,0.0594090814863701,0.003637241024885,2022-05-02,2022-05-04,2022-05-06
2022-10-06,AAPL,AAPL:2022-10-05,2022-10-05,146.39999389648438,146.10000610351562,147.3800048828125,2.3199920654296875,0.09051386778740225,145.80999755859375,147.5399932861328,145.22000122070312,145.42999267578125,159.03319946289062,-0.08075080573073756,-0.047619094887392466,1199,2022-10-07,142.5399932861328,-0.0171881371098713,-0.0249754295375015,0.0031570943470433,2022-10-07,2022-10-11,2022-10-13
2022-12-09,AAPL,AAPL:2022-12-08,2022-12-08,142.64999389648438,140.94000244140625,143.52000427246094,4.670013427734375,0.2698085958687029,142.33999633789062,145.57000732421875,140.89999389648438,142.16000366210938,145.15199920654297,-0.017280468562761442,-0.055735837820301226,1244,2022-12-12,142.6999969482422,0.012543858326578,0.003573999835543,-0.0573931507817536,2022-12-12,2022-12-14,2022-12-16
2023-01-03,AAPL,AAPL:2022-12-30,2022-12-30,129.92999267578125,129.61000061035156,129.9499969482422,6.729995727539048,0.13372988071836336,130.27999877929688,130.89999389648438,124.16999816894533,125.06999969482422,142.70959930419923,-0.09188128467951517,-0.04813192178914838,1259,2023-01-04,126.88999938964844,-0.004176836487085,0.0215146642026209,0.0302624033128011,2023-01-04,2023-01-06,2023-01-10
2023-08-09,AAPL,AAPL:2023-08-08,2023-08-08,179.8000030517578,178.85000610351562,180.27000427246097,3.9199981689453125,0.30102257289773104,180.8699951171875,180.92999267578125,177.00999450683594,178.19000244140625,187.41840057373048,-0.04036650372850559,-0.07137688469140391,1409,2023-08-10,179.47999572753906,-0.008413163264881,-0.00011137181941,-0.0162134414563829,2023-08-10,2023-08-14,2023-08-16
2023-09-15,AAPL,AAPL:2023-09-14,2023-09-14,175.74000549316406,174.2100067138672,176.10000610351562,2.67999267578125,0.4440262816279123,176.47999572753906,176.5,173.82000732421875,175.00999450683594,184.71980041503906,-0.0503404646541441,-0.06346916488518717,1435,2023-09-18,176.47999572753906,0.0084429143769044,-0.0056096456161717,-0.0095761700040801,2023-09-18,2023-09-20,2023-09-22
2023-09-20,AAPL,AAPL:2023-09-19,2023-09-19,179.07000732421875,177.97000122070312,179.6300048828125,4.3000030517578125,0.02093291460407019,179.25999450683594,179.6999969482422,175.39999389648438,175.49000549316406,184.02300079345704,-0.028244737618240867,-0.05603579227744393,1438,2023-09-21,174.5500030517578,-0.0035520502156205,0.0087653895877801,-0.0236036110223091,2023-09-21,2023-09-25,2023-09-27
2024-02-23,AAPL,AAPL:2024-02-22,2024-02-22,184.3699951171875,182.32000732421875,184.9600067138672,2.8099975585937784,0.10320597754079983,185.0099945068359,185.0399932861328,182.22999572753903,182.52000427246097,188.96719970703126,-0.02542760439906655,-0.026608988160481628,1545,2024-02-26,182.2400054931641,-0.0059262609663123,-0.0044996010727705,-0.0141571650202318,2024-02-26,2024-02-28,2024-03-01
2024-04-04,AAPL,AAPL:2024-04-03,2024-04-03,169.64999389648438,168.83999633789062,170.67999267578125,3.0999908447265625,0.0,170.2899932861328,171.9199981689453,168.82000732421875,168.82000732421875,179.44079956054688,-0.05733244472953691,-0.036517536731625944,1573,2024-04-05,169.58999633789062,-5.893335132822752e-05,0.0004717367343725,0.0321363114920034,2024-04-05,2024-04-09,2024-04-11
2024-04-26,AAPL,AAPL:2024-04-25,2024-04-25,169.88999938964844,169.02000427246094,170.61000061035156,2.160003662109375,0.05556026505036805,169.8800048828125,171.33999633789062,169.17999267578125,169.3000030517578,173.28599975585936,-0.021275125975442233,-0.02942181269434707,1589,2024-04-29,173.3699951171875,0.0007498695649419,-0.023475758089966,0.0577378441918905,2024-04-29,2024-05-01,2024-05-03
2024-09-13,AAPL,AAPL:2024-09-12,2024-09-12,222.77000427246097,222.66000366210935,223.5500030517578,2.129989624023466,0.2769949352035686,223.5800018310547,224.0399932861328,221.91000366210935,222.5,223.08820068359375,-0.0013412719961751751,-0.016424571197316662,1685,2024-09-16,216.5399932861328,-0.0010159137745209,0.0191650932111633,0.0538468829021436,2024-09-16,2024-09-18,2024-09-20
2025-01-23,AAPL,AAPL:2025-01-22,2025-01-22,223.8300018310547,222.63999938964844,224.1199951171875,4.7299957275390625,0.2875268158136624,224.7400054931641,227.02999877929688,222.3000030517578,223.66000366210935,239.2261993408203,-0.06465703842731063,-0.08640815579161354,1774,2025-01-24,224.77999877929688,-0.0088975888017676,0.059969729516613,0.0569890454140067,2025-01-24,2025-01-28,2025-01-30
2025-05-29,AAPL,AAPL:2025-05-28,2025-05-28,200.4199981689453,200.2100067138672,202.72999572753903,5.300003051757841,0.27169841740537787,203.5800018310547,203.80999755859375,198.5099945068359,199.9499969482422,205.68800079345704,-0.026817168214429032,-0.05875167866033948,1861,2025-05-30,199.3699951171875,0.0074234389455554,0.0195616655002728,0.0063199568464873,2025-05-30,2025-06-03,2025-06-05
2025-06-04,AAPL,AAPL:2025-06-03,2025-06-03,203.27000427246097,201.6999969482422,203.77000427246097,4.139999389648494,0.17391336397377705,202.91000366210935,206.2400054931641,202.1000061035156,202.82000732421875,204.49400085449219,-0.007723599479474652,-0.026391390645904567,1865,2025-06-05,203.5,-0.0141031701090295,-0.0100737250700629,-0.0231941091926443,2025-06-05,2025-06-09,2025-06-11
2025-06-13,AAPL,AAPL:2025-06-12,2025-06-12,199.1999969482422,198.77999877929688,199.67999267578125,4.6699981689453125,0.16059963470379313,199.72999572753903,200.3699951171875,195.6999969482422,196.4499969482422,201.43120056152344,-0.013763757073515404,-0.0037509377916826736,1872,2025-06-16,197.3000030517578,0.0056766097306835,-0.0036492712091558,0.0212873638280703,2025-06-16,2025-06-18,2025-06-23
2025-06-24,AAPL,AAPL:2025-06-23,2025-06-23,201.5,201.0,202.3000030517578,3.2400054931640625,0.030866029001069054,202.58999633789065,203.44000244140625,200.1999969482422,200.3000030517578,202.6056002807617,-0.004485989596676232,-0.011867390107273224,1878,2025-06-25,201.4499969482422,0.0005460442393545,-0.0018366598301937,0.0316208015511323,2025-06-25,2025-06-27,2025-07-01
2018-09-10,ABBV,ABBV:2018-09-07,2018-09-07,94.16999816894533,93.73999786376952,94.3499984741211,1.470001220703125,0.08163445369427504,94.9800033569336,95.16999816894533,93.6999969482422,93.81999969482422,95.09080017089843,-0.009393791616507885,-0.03067424920358608,173,2018-09-11,93.72000122070312,-0.0057618534837156,0.0278489178014971,0.0176056498547549,2018-09-11,2018-09-13,2018-09-17
2018-09-21,ABBV,ABBV:2018-09-20,2018-09-20,92.68000030517578,91.0199966430664,93.12000274658205,1.279998779296875,0.16406194120594453,92.8499984741211,93.33000183105467,92.0500030517578,92.26000213623048,94.79380020141602,-0.02298947364763737,-0.011307847053017905,182,2018-09-24,92.3000030517578,0.0121342912259652,0.0203683335997697,0.0247020444627541,2018-09-24,2018-09-26,2018-09-28
2018-11-02,ABBV,ABBV:2018-11-01,2018-11-01,80.20999908447266,77.8499984741211,80.6500015258789,5.659996032714844,0.14134204648542123,84.18000030517578,84.41999816894531,78.76000213623047,79.55999755859375,91.305,-0.12488763501413691,-0.10778645469340575,212,2018-11-05,79.44999694824219,0.0393959094152205,0.0945248889200445,0.1175582671622972,2018-11-05,2018-11-07,2018-11-09
2019-05-30,ABBV,ABBV:2019-05-29,2019-05-29,78.05999755859375,78.02999877929688,78.27999877929688,1.4599990844726562,0.3287696287199854,78.5199966430664,78.58999633789062,77.12999725341797,77.61000061035156,79.90759963989258,-0.023905952748778048,-0.004844529206846415,353,2019-05-31,77.30999755859375,-0.0077609428672708,-0.0072435335180204,-0.0031043574097597,2019-05-31,2019-06-04,2019-06-06
2020-03-03,ABBV,ABBV:2020-03-02,2020-03-02,88.69000244140625,85.70999908447266,88.77999877929688,5.239997863769531,0.36450320827818766,89.44000244140625,90.9000015258789,85.66000366210938,87.56999969482422,88.92759948730469,-0.003066417537039956,-0.05699096689451266,544,2020-03-04,89.2699966430664,0.027780928085497,-0.0050408531999999,-0.0194914072947338,2020-03-04,2020-03-06,2020-03-10
2020-08-10,ABBV,ABBV:2020-08-07,2020-08-07,92.91999816894533,92.56999969482422,93.0,1.5199966430664205,0.1513133128209139,92.62999725341795,93.66999816894533,92.1500015258789,92.37999725341795,96.17059997558594,-0.03385863709972314,-0.043146971630845576,655,2020-08-11,92.30999755859376,0.0038999092175584,0.0256743885739751,0.0437655836028265,2020-08-11,2020-08-13,2020-08-17
2020-08-27,ABBV,ABBV:2020-08-26,2020-08-26,94.3499984741211,94.05999755859376,94.41000366210938,1.3899993896484375,0.4532411219056824,94.33000183105467,95.05999755859376,93.66999816894533,94.3000030517578,96.50120010375977,-0.022583668557742742,-0.012145363167878731,668,2020-08-28,94.5199966430664,-0.0037029040049882,-0.0241218669093565,-0.028036330835807,2020-08-28,2020-09-01,2020-09-03
2020-09-03,ABBV,ABBV:2020-09-02,2020-09-02,93.9499969482422,92.23999786376952,94.23999786376952,3.220001220703139,0.24223792328907673,93.87999725341795,94.30999755859376,91.08999633789062,91.87000274658205,96.20800003051758,-0.024133384881187325,-0.02237254484928919,673,2020-09-04,92.08000183105467,-0.0022806155549166,-0.0048871043515221,-0.0258471420013571,2020-09-04,2020-09-09,2020-09-11
2021-08-11,ABBV,ABBV:2021-08-10,2021-08-10,114.81999969482422,114.05999755859376,115.02999877929688,1.7899932861328267,0.0949714003188233,115.16000366210938,115.33999633789062,113.5500030517578,113.72000122070312,115.31760040283203,-0.00405422156994828,-0.026619187979137315,908,2021-08-12,113.95999908447266,0.0147420175383687,0.0390488295313002,0.029220795523053,2021-08-12,2021-08-16,2021-08-18
2021-09-22,ABBV,ABBV:2021-09-21,2021-09-21,107.1500015258789,106.4000015258789,107.41000366210938,1.650001525878892,0.290910856387187,107.01000213623048,107.58000183105467,105.93000030517578,106.41000366210938,114.72800064086914,-0.06792044982917345,-0.017242935655016778,937,2021-09-23,106.98999786376952,0.0034582928682096,0.0068230990887867,0.0172913217222108,2021-09-23,2021-09-27,2021-09-29
2022-05-09,ABBV,ABBV:2022-05-06,2022-05-06,152.8300018310547,152.17999267578125,153.52000427246094,4.6100006103515625,0.4403500584203018,151.6199951171875,153.5399932861328,148.92999267578125,150.9600067138672,156.98759979248047,-0.026307458915408533,-0.01393640612655278,1095,2022-05-10,151.27000427246094,0.0054207182010304,0.0199642290498809,0.0277649026880262,2022-05-10,2022-05-12,2022-05-16
2022-08-09,ABBV,ABBV:2022-08-08,2022-08-08,140.33999633789062,138.0399932861328,140.8000030517578,2.3600006103515625,0.1567775514822358,140.67999267578125,142.24000549316406,139.8800048828125,140.25,147.2851989746094,-0.048488204249053535,-0.06577023567119267,1158,2022-08-10,140.91000366210938,0.0002128931837146,0.0119934880241627,0.0116386299554787,2022-08-10,2022-08-12,2022-08-16
2022-08-26,ABBV,ABBV:2022-08-25,2022-08-25,139.3300018310547,137.91000366210938,139.55999755859375,3.600006103515625,0.02777942610096215,138.88999938964844,139.85000610351562,136.25,136.35000610351562,146.1251998901367,-0.0467295968666549,-0.019355292543351665,1171,2022-08-29,136.1999969482422,-0.0035975788939349,-0.0127752589820998,0.0005873849695099,2022-08-29,2022-08-31,2022-09-02
2022-09-02,ABBV,ABBV:2022-09-01,2022-09-01,138.4499969482422,134.4600067138672,138.58999633789062,3.589996337890625,0.13091969363380568,138.66000366210938,139.39999389648438,135.80999755859375,136.27999877929688,145.37600036621095,-0.04936441213763343,-0.02010047754860611,1176,2022-09-06,137.3000030517578,0.0021121142001978,0.0234523026156765,0.0359796236824847,2022-09-06,2022-09-08,2022-09-12
2023-01-17,ABBV,ABBV:2023-01-13,2023-01-13,153.60000610351562,152.22000122070312,153.80999755859375,2.5200042724609375,0.0992061810101059,153.8000030517578,155.10000610351562,152.5800018310547,152.8300018310547,158.61120056152345,-0.0305783993699541,-0.05511805849928453,1268,2023-01-18,152.1199951171875,-0.0191953606539091,-0.0166315991355894,-0.0291216987771302,2023-01-18,2023-01-20,2023-01-24
2023-01-23,ABBV,ABBV:2023-01-20,2023-01-20,149.58999633789062,148.7100067138672,149.7100067138672,2.3799896240234375,0.2100849495111396,149.86000061035156,150.42999267578125,148.0500030517578,148.5500030517578,158.8056005859375,-0.05802835255744232,-0.08502054369222367,1272,2023-01-24,148.0800018310547,-0.0026337073529576,-0.0045921658979052,-0.016410102002448,2023-01-24,2023-01-26,2023-01-30
2023-01-26,ABBV,ABBV:2023-01-25,2023-01-25,147.7899932861328,147.69000244140625,147.97999572753906,1.589996337890625,0.18238613462313583,147.9199981689453,148.6999969482422,147.11000061035156,147.39999389648438,158.71320037841798,-0.06914730669280378,-0.07422955492872552,1275,2023-01-27,147.30999755859375,-0.0069920493949311,0.0029869150003294,-0.0167673699113372,2023-01-27,2023-01-31,2023-02-02
2023-02-08,ABBV,ABBV:2023-02-07,2023-02-07,145.13999938964844,145.02000427246094,145.4600067138672,1.8800048828125,0.07446756704110123,145.41000366210938,146.35000610351562,144.47000122070312,144.61000061035156,156.94100067138672,-0.07695948090360827,-0.017265915157456124,1284,2023-02-09,148.5,0.0013467807962437,0.0352188264480743,0.0172390407986111,2023-02-09,2023-02-13,2023-02-15
2023-05-02,ABBV,ABBV:2023-05-01,2023-05-01,153.7100067138672,151.1199951171875,154.7100067138672,3.82000732421875,0.10994695384025437,153.5500030517578,155.02000427246094,151.1999969482422,151.6199951171875,156.61260040283204,-0.01849473411967606,-0.04634561546940985,1341,2023-05-03,151.07000732421875,-0.0120474431454334,-0.0201231773186955,-0.0280664942582836,2023-05-03,2023-05-05,2023-05-09
2023-05-15,ABBV,ABBV:2023-05-12,2023-05-12,147.14999389648438,146.58999633789062,147.60000610351562,3.239990234375,0.287035641624595,147.6699981689453,148.89999389648438,145.66000366210938,146.58999633789062,155.49919982910157,-0.05484413094513707,-0.026270522425735576,1350,2023-05-16,145.86000061035156,-0.0176196854069967,-0.0165912392624353,-0.0065816996424655,2023-05-16,2023-05-18,2023-05-22
2023-05-22,ABBV,ABBV:2023-05-19,2023-05-19,145.11000061035156,143.44000244140625,145.8000030517578,2.8800048828125,0.38888653414148266,145.47000122070312,146.66000366210938,143.77999877929688,144.89999389648438,154.80359954833983,-0.06320085117398377,-0.019725719063869218,1355,2023-05-23,144.4499969482422,-0.013360974154072,-0.0403599996830988,-0.0554516765390171,2023-05-23,2023-05-25,2023-05-30
2023-06-05,ABBV,ABBV:2023-06-02,2023-06-02,136.8699951171875,133.44000244140625,136.97000122070312,2.0200042724609375,0.2821812468368295,137.0,138.30999755859375,136.2899932861328,136.86000061035156,151.80719940185546,-0.10058093515894007,-0.04580317353872421,1364,2023-06-06,137.47000122070312,-0.0148396633942463,0.0012366201166491,0.001891281767129,2023-06-06,2023-06-08,2023-06-12
2023-06-12,ABBV,ABBV:2023-06-09,2023-06-09,138.17999267578125,137.63999938964844,139.19000244140625,2.7599945068359375,0.2970991657406332,139.5800018310547,139.6699981689453,136.91000366210938,137.72999572753906,149.72219909667967,-0.07957320209504848,-0.0031741628690311607,1369,2023-06-13,137.50999450683594,0.0058177811338508,-0.0117809263464625,0.0022544748001382,2023-06-13,2023-06-15,2023-06-20
2023-07-06,ABBV,ABBV:2023-07-05,2023-07-05,137.6199951171875,135.00999450683594,137.8800048828125,1.839996337890625,0.4402169406067039,137.47999572753906,138.27999877929688,136.44000244140625,137.25,141.59319854736327,-0.031730175598131516,-0.0014512566855457987,1385,2023-07-07,137.14999389648438,-0.012030579437938,-0.0115201359283919,-0.0259569647613743,2023-07-07,2023-07-11,2023-07-13
2023-10-05,ABBV,ABBV:2023-10-04,2023-10-04,147.69000244140625,147.42999267578125,148.0800018310547,2.44000244140625,0.1475410861245216,147.92999267578125,149.52999877929688,147.08999633789062,147.4499969482422,149.95240081787108,-0.01435783638275634,-0.038539145533642905,1449,2023-10-06,146.49000549316406,0.0119462074843164,0.0163833285991403,0.0123557750748954,2023-10-06,2023-10-10,2023-10-12
2023-11-03,ABBV,ABBV:2023-11-02,2023-11-02,143.25999450683594,142.47000122070312,143.77000427246094,3.05999755859375,0.17320235364515807,143.9499969482422,143.9499969482422,140.88999938964844,141.4199981689453,148.22039947509765,-0.03414541563487872,-0.015530577922424516,1470,2023-11-06,141.88999938964844,-0.0048629392090658,0.0009866755250591,-0.0232574745644728,2023-11-06,2023-11-08,2023-11-10
2023-11-08,ABBV,ABBV:2023-11-07,2023-11-07,142.16000366210938,141.1999969482422,142.17999267578125,1.970001220703125,0.05583783867519713,143.44000244140625,143.88999938964844,141.9199981689453,142.02999877929688,147.89399963378906,-0.039493179558845015,-0.028364390443123333,1473,2023-11-09,141.0,-0.0209929554174977,-0.0167375929812167,-0.02411343188996,2023-11-09,2023-11-13,2023-11-15
2023-11-14,ABBV,ABBV:2023-11-13,2023-11-13,138.63999938964844,138.58999633789062,139.16000366210938,2.1399993896484375,0.046724707123860044,138.92999267578125,140.10000610351562,137.9600067138672,138.05999755859375,147.1689990234375,-0.058981956482715314,-0.022905067404187407,1477,2023-11-15,138.25,-0.0047015833380424,0.0003616857270003,0.0034719401630312,2023-11-15,2023-11-17,2023-11-21
2023-11-22,ABBV,ABBV:2023-11-21,2023-11-21,138.72999572753906,138.30999755859375,139.36000061035156,1.5099945068359375,0.09271516486625775,139.05999755859375,139.83999633789062,138.3300018310547,138.47000122070312,145.90259887695314,-0.050811344921089185,-0.024127798580554805,1483,2023-11-24,140.0,-0.009500013078962,-0.0137142726353236,0.0170714242117746,2023-11-24,2023-11-28,2023-11-30
2024-05-06,ABBV,ABBV:2024-05-03,2024-05-03,163.7899932861328,160.80999755859375,164.25,3.6300048828125,0.4765822039882974,164.41000366210938,164.6300048828125,161.0,162.72999572753906,172.75620056152343,-0.05358387305955481,-0.015744308144457597,1595,2024-05-07,163.36000061035156,-0.0049583591795262,-0.0181195317262971,-0.0127326262443885,2024-05-07,2024-05-09,2024-05-13
2024-10-23,ABBV,ABBV:2024-10-22,2024-10-22,188.7599945068359,186.5399932861328,189.1000061035156,1.770004272460966,0.21469150596125483,188.6999969482422,189.27000427246097,187.5,187.8800048828125,194.15119873046876,-0.028103463431086717,-0.02201958510417701,1713,2024-10-24,188.42999267578125,0.0064745596143087,0.0066337634590412,0.0693626695974425,2024-10-24,2024-10-28,2024-10-30
2024-10-29,ABBV,ABBV:2024-10-28,2024-10-28,189.67999267578125,187.8500061035156,190.13999938964844,2.6399993896483807,0.3522700343900786,190.4900054931641,191.16000366210935,188.52000427246097,189.4499969482422,193.74039886474608,-0.021707319751228638,-0.03051367956526385,1717,2024-10-30,191.6199951171875,0.0515604067141859,0.0622586798798026,0.0524997276638141,2024-10-30,2024-11-01,2024-11-05
2025-01-17,ABBV,ABBV:2025-01-16,2025-01-16,173.6999969482422,171.35000610351562,173.9600067138672,2.720001220703125,0.10661513087771657,172.8800048828125,173.99000549316406,171.27000427246094,171.55999755859375,177.43260009765626,-0.024216526292324403,-0.022509848445101843,1771,2025-01-21,172.16000366210938,0.0026138298017546,-0.0086547715001704,0.0275324705712598,2025-01-21,2025-01-23,2025-01-27
2025-04-15,ABBV,ABBV:2025-04-14,2025-04-14,179.10000610351562,175.0500030517578,180.19000244140625,4.19000244140625,0.1169463502745852,177.6999969482422,180.5,176.30999755859375,176.8000030517578,200.18400024414063,-0.10651388794247652,-0.1451889917364979,1831,2025-04-16,176.52999877929688,-0.0274741184900774,-0.0360844908017671,0.0029456991789313,2025-04-16,2025-04-21,2025-04-23
2025-05-28,ABBV,ABBV:2025-05-27,2025-05-27,185.72000122070312,183.2599945068359,185.9900054931641,3.7300109863280966,0.19302924933525148,185.3500061035156,186.1000061035156,182.3699951171875,183.08999633789065,189.5840005493164,-0.023613698696568042,-0.022886336275535824,1860,2025-05-29,183.4600067138672,0.0117736199949514,0.0192412441410319,0.0211489669793529,2025-05-29,2025-06-02,2025-06-04
2018-12-19,ADBE,ADBE:2018-12-18,2018-12-18,226.17999267578125,221.3800048828125,228.1300048828125,9.910003662109403,0.3572141249218602,225.9199981689453,231.02000427246097,221.11000061035156,224.6499938964844,241.57619995117187,-0.06605502354982395,-0.11392306846686817,243,2018-12-20,223.0,-0.0195067538274242,-0.0799999835779848,0.0095964098190513,2018-12-20,2018-12-24,2018-12-27
2018-12-28,ADBE,ADBE:2018-12-27,2018-12-27,225.13999938964844,222.9499969482422,225.1699981689453,7.2400054931640625,0.3121558081356261,227.5800018310547,228.11000061035156,220.8699951171875,223.1300048828125,238.08859985351563,-0.057358210719693936,-0.08311954147199618,249,2018-12-31,225.55999755859375,0.0030147541316303,-0.0437134275451046,0.0164036043105606,2018-12-31,2019-01-03,2019-01-07
2019-09-06,ADBE,ADBE:2019-09-05,2019-09-05,287.75,284.6000061035156,288.010009765625,5.6300048828125,0.17406929598230741,288.20001220703125,289.5899963378906,283.9599914550781,284.94000244140625,296.21580200195314,-0.02882770785966504,-0.012966071399597268,422,2019-09-09,286.5199890136719,-0.0251989442187177,-0.0305039458659128,-0.0285145303065273,2019-09-09,2019-09-11,2019-09-13
2019-10-22,ADBE,ADBE:2019-10-21,2019-10-21,266.8399963378906,265.5199890136719,267.42999267578125,8.639984130859375,0.052081309715133424,268.489990234375,269.2799987792969,260.6400146484375,261.0899963378906,279.4226007080078,-0.04691083340786317,-0.03633079732878053,454,2019-10-23,261.0,0.0012260817019875,0.0382375899859315,0.0400383609464798,2019-10-23,2019-10-25,2019-10-29
2020-03-20,ADBE,ADBE:2020-03-19,2020-03-19,307.510009765625,294.6099853515625,318.7099914550781,31.029998779296875,0.05059643525562284,312.9200134277344,324.79998779296875,293.7699890136719,295.3399963378906,346.9491998291016,-0.11584190117903426,-0.12397797671142685,557,2020-03-23,296.6700134277344,0.0357298517078454,0.0311456831366805,0.0308759656518589,2020-03-23,2020-03-25,2020-03-27
2020-10-26,ADBE,ADBE:2020-10-23,2020-10-23,488.5,483.6000061035156,488.510009765625,18.649993896484375,0.2718503476386944,480.8800048828125,488.7799987792969,470.1300048828125,475.2000122070313,489.14880126953125,-0.0001981207147357944,-0.02720249235799521,709,2020-10-27,479.7799987792969,-0.0025428346821608,-0.0389136968511326,-0.0726166085008419,2020-10-27,2020-10-29,2020-11-02
2021-03-02,ADBE,ADBE:2021-03-01,2021-03-01,469.5700073242187,459.6700134277344,470.5,10.339996337890568,0.30270850980311304,473.0299987792969,473.7999877929687,463.4599914550781,466.5899963378906,481.279599609375,-0.025274309080504764,-0.05867610702539938,795,2021-03-03,463.2200012207031,-0.0318854733706428,-0.0483355955905058,-0.0518976047700235,2021-03-03,2021-03-05,2021-03-09
2021-03-10,ADBE,ADBE:2021-03-09,2021-03-09,439.1799926757813,421.2000122070313,442.75,11.639984130859432,0.016323256051748423,445.7300109863281,448.4599914550781,436.8200073242187,437.010009765625,473.8413995361328,-0.07560203621829631,-0.06117998260798063,801,2021-03-11,448.1400146484375,0.0065157826007724,-0.0012273358605978,0.0064042375672233,2021-03-11,2021-03-15,2021-03-17
