Date,Ticker,Episode_ID,Rebound_Start,Rebound_End,Rebound_Length,Rebound_Low,Open,High,Low,Close,SMA50,Prior_Distance_SMA50,Prior_Return_10D,Session,Entry_Date,Entry_Open,Future_Return_1D,Future_Return_3D,Future_Return_5D,Exit_Date_1D,Exit_Date_3D,Exit_Date_5D
2020-03-05,AAPL,AAPL:2020-03-04:2020-03-04,2020-03-04,2020-03-04,1,73.28250122070312,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,76.90659957885742,-0.015021004545637484,-0.06452013224724118,546,2020-03-06,70.5,0.0249290736854499,0.0118439586450023,-0.119751788200216,2020-03-06,2020-03-10,2020-03-12
2020-10-28,AAPL,AAPL:2020-10-26:2020-10-27,2020-10-26,2020-10-27,2,112.87999725341795,115.0500030517578,115.43000030517578,111.0999984741211,111.1999969482422,117.37909942626953,-0.007375312308289805,-0.03715937288770188,711,2020-10-29,112.37000274658205,0.0262525307122671,-0.0320370740902657,0.0229598125709633,2020-10-29,2020-11-02,2020-11-04
2020-10-30,AAPL,AAPL:2020-10-29:2020-10-29,2020-10-29,2020-10-29,1,112.1999969482422,111.05999755859376,111.98999786376952,107.72000122070312,108.86000061035156,117.18304946899414,-0.017477432111337787,-0.04465246815118051,713,2020-11-02,109.11000061035156,-0.0031161576884172,0.053523932776301,0.0878013177294934,2020-11-02,2020-11-04,2020-11-06
2021-02-22,AAPL,AAPL:2021-02-19:2021-02-19,2021-02-19,2021-02-19,1,128.8000030517578,128.00999450683594,129.72000122070312,125.5999984741211,126.0,131.89220016479493,-0.015090307971177719,-0.05473472818886649,789,2021-02-23,123.76000213623048,0.0169683131696256,-0.0223820638707796,0.0325630147845408,2021-02-23,2021-02-25,2021-03-01
2021-03-08,AAPL,AAPL:2021-03-05:2021-03-05,2021-03-05,2021-03-05,1,117.56999969482422,120.93000030517578,121.0,116.20999908447266,116.36000061035156,131.21160018920898,-0.07680845854394558,-0.06506504401280189,799,2021-03-09,119.02999877929688,0.0173065410377206,0.024615645931481,0.0416701599205204,2021-03-09,2021-03-11,2021-03-15
2021-09-30,AAPL,AAPL:2021-09-29:2021-09-29,2021-09-29,2021-09-29,1,142.02999877929688,143.66000366210938,144.3800048828125,141.27999877929688,141.5,148.03880004882814,-0.035693439895524204,-0.04160234180384015,943,2021-10-01,141.89999389648438,0.0052854124894967,-0.0055672538415266,0.0097956268459211,2021-10-01,2021-10-05,2021-10-07
2022-04-26,AAPL,AAPL:2022-04-25:2022-04-25,2022-04-25,2022-04-25,1,158.4600067138672,162.25,162.33999633789062,156.72000122070312,156.8000030517578,166.5640005493164,-0.023505855979534807,-0.0423892739744387,1086,2022-04-27,155.91000366210938,0.004233234857333,0.0111602218812458,0.0228977742388269,2022-04-27,2022-04-29,2022-05-03
2022-04-29,AAPL,AAPL:2022-04-28:2022-04-28,2022-04-28,2022-04-28,1,158.92999267578125,161.83999633789062,166.1999969482422,157.25,157.64999389648438,165.83680053710938,-0.015016729305065146,-0.03967133068644679,1089,2022-05-02,156.7100067138672,0.0079765167918239,0.0594090814863701,0.003637241024885,2022-05-02,2022-05-04,2022-05-06
2022-05-09,AAPL,AAPL:2022-05-06:2022-05-06,2022-05-06,2022-05-06,1,154.17999267578125,154.92999267578125,155.8300018310547,151.49000549316406,152.05999755859375,165.065,-0.04863756637573424,-0.02787560846769932,1095,2022-05-10,155.52000427246094,-0.0064944041787416,-0.0833333742144328,-0.0641718795791941,2022-05-10,2022-05-12,2022-05-16
2022-05-11,AAPL,AAPL:2022-05-10:2022-05-10,2022-05-10,2022-05-10,1,152.92999267578125,153.5,155.4499969482422,145.80999755859375,146.5,164.51880004882813,-0.06273964095073237,-0.014604646048163472,1097,2022-05-12,142.77000427246094,-0.0014709442290581,0.0194017575875788,-0.01365830979819,2022-05-12,2022-05-16,2022-05-18
2022-05-18,AAPL,AAPL:2022-05-17:2022-05-17,2022-05-17,2022-05-17,1,146.67999267578125,146.85000610351562,147.36000061035156,139.89999389648438,140.82000732421875,162.7702001953125,-0.08499309389422416,-0.06420861869014183,1102,2022-05-19,139.8800048828125,-0.0180869222975538,0.0230911896968051,0.0045753457771509,2022-05-19,2022-05-23,2022-05-25
2022-06-16,AAPL,AAPL:2022-06-14:2022-06-15,2022-06-14,2022-06-15,2,131.47999572753906,132.0800018310547,132.38999938964844,129.0399932861328,130.05999755859375,152.47320037841797,-0.11699050198056382,-0.08930141509332323,1122,2022-06-17,130.07000732421875,0.0114552944604744,0.0405935148918359,0.0891058328996694,2022-06-17,2022-06-22,2022-06-24
2022-09-15,AAPL,AAPL:2022-09-14:2022-09-14,2022-09-14,2022-09-14,1,153.61000061035156,154.64999389648438,155.24000549316406,151.3800048828125,152.3699951171875,159.38800018310548,-0.024428562237092333,-0.02265437052767505,1184,2022-09-16,151.2100067138672,-0.0033728572381461,0.0376296999535505,0.0101183698919613,2022-09-16,2022-09-20,2022-09-22
2022-11-09,AAPL,AAPL:2022-11-07:2022-11-08,2022-11-07,2022-11-08,2,135.6699981689453,138.5,138.5500030517578,134.58999633789062,134.8699951171875,148.0357992553711,-0.06071105493326201,-0.08428512962158319,1223,2022-11-10,141.24000549316406,0.039861154099827,0.0498441872863955,0.0534550233597532,2022-11-10,2022-11-14,2022-11-16
2022-12-22,AAPL,AAPL:2022-12-21:2022-12-21,2022-12-21,2022-12-21,1,132.75,134.35000610351562,134.55999755859375,130.3000030517578,132.22999572753906,144.35439971923827,-0.06247795698391201,-0.038952784149741015,1253,2022-12-23,130.9199981689453,0.0071799759742834,-0.0372746510973869,-0.0075619119081143,2022-12-23,2022-12-28,2022-12-30
2023-01-03,AAPL,AAPL:2022-12-29:2022-12-30,2022-12-29,2022-12-30,2,127.43000030517578,130.27999877929688,130.89999389648438,124.16999816894533,125.06999969482422,142.70959930419923,-0.09188128467951517,-0.04813192178914838,1259,2023-01-04,126.88999938964844,-0.004176836487085,0.0215146642026209,0.0302624033128011,2023-01-04,2023-01-06,2023-01-10
2023-01-05,AAPL,AAPL:2023-01-04:2023-01-04,2023-01-04,2023-01-04,1,125.08000183105467,127.12999725341795,127.7699966430664,124.76000213623048,125.0199966430664,141.80279922485352,-0.11196318756235424,-0.04540299711815565,1261,2023-01-06,126.01000213623048,0.0286484637707904,0.0374572931615839,0.0587255090899745,2023-01-06,2023-01-10,2023-01-12
2023-09-20,AAPL,AAPL:2023-09-18:2023-09-19,2023-09-18,2023-09-19,2,176.1699981689453,179.25999450683594,179.6999969482422,175.39999389648438,175.49000549316406,184.02300079345704,-0.028244737618240867,-0.05603579227744393,1438,2023-09-21,174.5500030517578,-0.0035520502156205,0.0087653895877801,-0.0236036110223091,2023-09-21,2023-09-25,2023-09-27
2023-09-26,AAPL,AAPL:2023-09-22:2023-09-25,2023-09-22,2023-09-25,2,174.0500030517578,174.82000732421875,175.1999969482422,171.66000366210938,171.9600067138672,182.65840057373046,-0.03833444583096557,-0.018287236664447093,1442,2023-09-27,172.6199951171875,-0.0126868410575466,-0.0081681638466222,-0.0012744828347015,2023-09-27,2023-09-29,2023-10-03
2024-01-16,AAPL,AAPL:2024-01-12:2024-01-12,2024-01-12,2024-01-12,1,185.19000244140625,182.16000366210935,184.2599945068359,180.92999267578125,183.6300048828125,189.2136001586914,-0.016402472511444888,-0.0395702220769405,1518,2024-01-17,181.27000427246097,0.0077783878749237,0.0567661115661819,0.0767362943425138,2024-01-17,2024-01-19,2024-01-23
2024-02-12,AAPL,AAPL:2024-02-09:2024-02-09,2024-02-09,2024-02-09,1,188.0,188.4199981689453,188.6699981689453,186.7899932861328,187.1499938964844,190.435,-0.008554173945789612,-0.018553123892534606,1537,2024-02-13,185.77000427246097,-0.0039296494026961,-0.0102815504020123,-0.0226624676591628,2024-02-13,2024-02-15,2024-02-20
2024-04-08,AAPL,AAPL:2024-04-05:2024-04-05,2024-04-05,2024-04-05,1,168.9499969482422,169.02999877929688,169.1999969482422,168.24000549316406,168.4499969482422,178.42799957275392,-0.05232073442174545,-0.01044519657544929,1575,2024-04-09,168.6999969482422,0.0057498591478974,0.0375814846033206,0.0236514852717406,2024-04-09,2024-04-11,2024-04-15
2024-04-10,AAPL,AAPL:2024-04-09:2024-04-09,2024-04-09,2024-04-09,1,168.35000610351562,168.8000030517578,169.08999633789062,167.11000061035156,167.77999877929688,177.49399963378906,-0.04665315201598541,-0.006906689449313608,1577,2024-04-11,168.33999633789062,0.0398003866816891,0.0258405975890858,-0.0020197002809017,2024-04-11,2024-04-15,2024-04-17
2024-09-06,AAPL,AAPL:2024-09-05:2024-09-05,2024-09-05,2024-09-05,1,221.52000427246097,223.9499969482422,225.2400054931641,219.77000427246097,220.82000732421875,222.57500061035157,-0.0001960024968743479,-0.017756135698086317,1680,2024-09-09,220.82000732421875,0.0004075551802626,0.0083325617102667,0.0076079731005289,2024-09-09,2024-09-11,2024-09-13
2025-01-16,AAPL,AAPL:2025-01-15:2025-01-15,2025-01-15,2025-01-15,1,234.42999267578125,237.3500061035156,238.0099945068359,228.02999877929688,228.2599945068359,239.1371990966797,-0.00485379741176406,-0.05681999208745259,1770,2025-01-17,232.1199951171875,-0.009219366856216,-0.035714257541439,-0.0402377930999664,2025-01-17,2025-01-22,2025-01-24
2025-01-21,AAPL,AAPL:2025-01-17:2025-01-17,2025-01-17,2025-01-17,1,228.47999572753903,224.0,224.4199981689453,219.3800048828125,222.63999938964844,239.28039916992188,-0.038933287927088944,-0.05687927016121819,1772,2025-01-22,219.7899932861328,0.0183812214765501,0.0136039200350288,0.0840347685740998,2025-01-22,2025-01-24,2025-01-28
2025-04-21,AAPL,AAPL:2025-04-17:2025-04-17,2025-04-17,2025-04-17,1,194.4199981689453,193.27000427246097,193.8000030517578,189.80999755859375,193.16000366210935,221.0208004760742,-0.11199071621326762,-0.030562560358539215,1834,2025-04-22,196.1199951171875,0.0184581402513981,0.0624617596623957,0.0714868683536504,2025-04-22,2025-04-24,2025-04-28
2025-06-13,AAPL,AAPL:2025-06-12:2025-06-12,2025-06-12,2025-06-12,1,197.36000061035156,199.72999572753903,200.3699951171875,195.6999969482422,196.4499969482422,201.43120056152344,-0.013763757073515404,-0.0037509377916826736,1872,2025-06-16,197.3000030517578,0.0056766097306835,-0.0036492712091558,0.0212873638280703,2025-06-16,2025-06-18,2025-06-23
2025-06-17,AAPL,AAPL:2025-06-16:2025-06-16,2025-06-16,2025-06-16,1,196.55999755859375,197.1999969482422,198.38999938964844,195.2100067138672,195.63999938964844,201.48100036621094,-0.014482284324170203,-0.016261769107208,1874,2025-06-18,195.94000244140625,0.0032663028563542,0.0283760206661036,0.028682224390949,2025-06-18,2025-06-23,2025-06-25
2018-04-02,ABBV,ABBV:2018-03-28:2018-03-29,2018-03-28,2018-03-29,2,91.58000183105467,94.0,94.63999938964844,90.3000030517578,91.45999908447266,111.67740020751953,-0.15433988141821253,-0.17645522253064483,61,2018-04-03,92.33999633789062,-0.0189517009898548,-0.0014078109007312,-0.0201428747533294,2018-04-03,2018-04-05,2018-04-09
2018-06-21,ABBV,ABBV:2018-06-20:2018-06-20,2018-06-20,2018-06-20,1,97.83999633789062,97.70999908447266,97.98999786376952,95.26000213623048,95.5500030517578,99.20840072631836,-0.009279003642387207,-0.017303493687206628,118,2018-06-22,96.05999755859376,-0.0267541095163633,-0.0410159786815363,-0.0377888543168427,2018-06-22,2018-06-26,2018-06-28
2018-10-31,ABBV,ABBV:2018-10-29:2018-10-30,2018-10-29,2018-10-30,2,79.94000244140625,80.9800033569336,81.58000183105469,77.73999786376953,77.8499984741211,92.00540008544922,-0.11702196165046908,-0.11228383106324757,210,2018-11-01,77.70999908447266,0.0321708921561361,0.0626689332641508,0.1190323009777032,2018-11-01,2018-11-05,2018-11-07
2019-07-22,ABBV,ABBV:2019-07-19:2019-07-19,2019-07-19,2019-07-19,1,68.0999984741211,68.5,68.75,67.83999633789062,68.0,75.39999938964844,-0.0933646382785609,-0.06096721576218955,389,2019-07-23,68.0,-0.0039705388686236,-0.0197058284983915,-0.0120588190415326,2019-07-23,2019-07-25,2019-07-29
2019-07-29,ABBV,ABBV:2019-07-26:2019-07-26,2019-07-26,2019-07-26,1,67.37000274658203,67.87000274658203,68.41000366210938,66.87999725341797,67.18000030517578,74.31499954223632,-0.09121874645883432,-0.03585652656284266,394,2019-07-30,66.91999816894531,0.0038852681312702,-0.0167363291666562,-0.0252539578340271,2019-07-30,2019-08-01,2019-08-05
2019-08-14,ABBV,ABBV:2019-08-13:2019-08-13,2019-08-13,2019-08-13,1,64.63999938964844,64.5,64.98999786376953,63.5,63.5,71.0681999206543,-0.08864312538141117,-0.03230125274021667,406,2019-08-15,64.12000274658203,-0.0177792132800005,0.0380535668667261,0.0533374613607235,2019-08-15,2019-08-19,2019-08-21
2020-01-28,ABBV,ABBV:2020-01-27:2020-01-27,2020-01-27,2020-01-27,1,84.0,84.98999786376953,84.98999786376953,83.63999938964844,83.7699966430664,87.97859939575196,-0.04562207125949036,-0.05659107403648267,520,2020-01-29,83.80000305175781,-0.0071599771081755,-0.0331742996115927,0.0066825481885468,2020-01-29,2020-01-31,2020-02-04
2020-03-16,ABBV,ABBV:2020-03-13:2020-03-13,2020-03-13,2020-03-13,1,80.69000244140625,79.0,82.18000030517578,73.58000183105469,74.2699966430664,88.19319946289062,-0.03535411620202733,-0.003966822325543795,553,2020-03-17,75.70999908447266,-0.0355303457130531,-0.0614185917594678,-0.1480649745083897,2020-03-17,2020-03-19,2020-03-23
2020-08-04,ABBV,ABBV:2020-08-03:2020-08-03,2020-08-03,2020-08-03,1,95.05999755859376,95.91999816894533,96.02999877929688,94.05999755859376,94.29000091552734,96.01600006103516,-0.000335488514347837,-0.03616634961834264,651,2020-08-05,94.47000122070312,-0.0129141653957739,-0.0164073571687234,-0.0190536998888419,2020-08-05,2020-08-07,2020-08-11
2020-09-01,ABBV,ABBV:2020-08-31:2020-08-31,2020-08-31,2020-08-31,1,94.01000213623048,95.5199966430664,95.91999816894533,91.29000091552734,92.23999786376952,96.34059997558593,-0.006959715437440672,-0.006019738871199554,671,2020-09-02,92.06999969482422,0.0204192164619247,-0.0021722270979156,-0.0047789990535971,2020-09-02,2020-09-04,2020-09-09
2020-09-03,ABBV,ABBV:2020-09-02:2020-09-02,2020-09-02,2020-09-02,1,91.9000015258789,93.87999725341795,94.30999755859376,91.08999633789062,91.87000274658205,96.20800003051758,-0.024133384881187325,-0.02237254484928919,673,2020-09-04,92.08000183105467,-0.0022806155549166,-0.0048871043515221,-0.0258471420013571,2020-09-04,2020-09-09,2020-09-11
2020-09-10,ABBV,ABBV:2020-09-09:2020-09-09,2020-09-09,2020-09-09,1,90.51000213623048,91.06999969482422,91.41000366210938,89.4800033569336,89.6500015258789,95.72060012817383,-0.04443789258796382,-0.025834577591415164,677,2020-09-11,89.80999755859375,-0.0012248147571743,0.0122481475717439,-0.0020042346071588,2020-09-11,2020-09-15,2020-09-17
2020-10-06,ABBV,ABBV:2020-10-05:2020-10-05,2020-10-05,2020-10-05,1,86.20999908447266,87.97000122070312,88.05999755859375,85.70999908447266,85.88999938964844,91.94259979248046,-0.04598124705284756,-0.013020497029939682,695,2020-10-07,86.16000366210938,0.010561699095134,0.0178736446225344,0.0193825220283705,2020-10-07,2020-10-09,2020-10-13
2021-01-29,ABBV,ABBV:2021-01-28:2021-01-28,2021-01-28,2021-01-28,1,103.11000061035156,104.0,104.48999786376952,101.80999755859376,102.4800033569336,105.81039932250977,-0.014357598683615413,-0.07327699499682694,774,2021-02-01,103.0,-0.0067960868761377,0.0383494849343901,0.0556311005527534,2021-02-01,2021-02-03,2021-02-05
2021-06-29,ABBV,ABBV:2021-06-28:2021-06-28,2021-06-28,2021-06-28,1,112.83999633789062,112.6500015258789,112.75,111.61000061035156,112.3000030517578,113.95980010986328,-0.007779710065858203,-0.02079723998392402,878,2021-06-30,112.20999908447266,0.0038321032767505,0.0263791026523789,0.0404598605522632,2021-06-30,2021-07-02,2021-07-07
2021-09-09,ABBV,ABBV:2021-09-08:2021-09-08,2021-09-08,2021-09-08,1,107.72000122070312,109.44000244140624,109.73999786376952,107.1999969482422,107.2699966430664,116.30480041503907,-0.05193401598766123,-0.07787432880229661,928,2021-09-10,107.4800033569336,-0.007443273416182,-0.0093040562780694,0.0055824195699785,2021-09-10,2021-09-14,2021-09-16
2021-09-14,ABBV,ABBV:2021-09-13:2021-09-13,2021-09-13,2021-09-13,1,106.80999755859376,107.98999786376952,108.06999969482422,106.25,106.4800033569336,115.87620056152343,-0.07384745426131323,-0.10118747523700689,931,2021-09-15,106.58999633789062,0.0110704601343185,0.01069525338409,0.0052538250044877,2021-09-15,2021-09-17,2021-09-21
2022-08-04,ABBV,ABBV:2022-08-02:2022-08-03,2022-08-02,2022-08-03,2,140.10000610351562,142.08999633789062,142.5800018310547,138.69000244140625,138.9199981689453,147.94539947509764,-0.046767803994934964,-0.043943431416347045,1155,2022-08-05,139.0500030517578,-0.0072636443254808,0.0086299670759124,0.0217907135044723,2022-08-05,2022-08-09,2022-08-11
2022-08-26,ABBV,ABBV:2022-08-25:2022-08-25,2022-08-25,2022-08-25,1,137.6699981689453,138.88999938964844,139.85000610351562,136.25,136.35000610351562,146.1251998901367,-0.0467295968666549,-0.019355292543351665,1171,2022-08-29,136.1999969482422,-0.0035975788939349,-0.0127752589820998,0.0005873849695099,2022-08-29,2022-08-31,2022-09-02
2023-06-01,ABBV,ABBV:2023-05-31:2023-05-31,2023-05-31,2023-05-31,1,135.77000427246094,135.25999450683594,135.25999450683594,131.10000610351562,133.44000244140625,152.51199951171876,-0.09817446936247387,-0.03719720023729978,1362,2023-06-02,133.7100067138672,0.0236331481912384,0.0128635545250905,0.029391911438545,2023-06-02,2023-06-06,2023-06-08
2023-10-12,ABBV,ABBV:2023-10-11:2023-10-11,2023-10-11,2023-10-11,1,148.77000427246094,148.1300048828125,148.60000610351562,147.00999450683594,148.3000030517578,149.8860006713867,-0.003786361514935943,-0.024750267250512326,1454,2023-10-13,148.9499969482422,-0.0066464602528256,0.0015441136774174,-0.0230278129980299,2023-10-13,2023-10-17,2023-10-19
2023-10-23,ABBV,ABBV:2023-10-20:2023-10-20,2023-10-20,2023-10-20,1,145.27999877929688,146.16000366210938,146.4199981689453,144.1999969482422,144.72999572753906,149.46620056152344,-0.02262607516900106,-0.013559158736793808,1461,2023-10-24,145.14999389648438,0.0079917582561983,0.0003444922759932,-0.022459487729368,2023-10-24,2023-10-26,2023-10-30
2024-10-21,ABBV,ABBV:2024-10-18:2024-10-18,2024-10-18,2024-10-18,1,188.16000366210935,188.7100067138672,189.3800048828125,185.88999938964844,186.5399932861328,194.2465985107422,-0.028069962546932503,-0.02794787618209671,1711,2024-10-22,186.32000732421875,0.0130956799415069,0.0178724046874421,0.0180334114398983,2024-10-22,2024-10-24,2024-10-28
2024-10-25,ABBV,ABBV:2024-10-24:2024-10-24,2024-10-24,2024-10-24,1,188.1699981689453,189.67999267578125,189.8800048828125,187.1699981689453,187.8500061035156,193.97319885253907,-0.02284680949663953,-0.02418323673490319,1715,2024-10-28,188.08999633789065,0.0084533806627031,0.0712956771928434,0.0821947313247555,2024-10-28,2024-10-30,2024-11-01
2024-12-16,ABBV,ABBV:2024-12-13:2024-12-13,2024-12-13,2024-12-13,1,172.38999938964844,171.6699981689453,173.33999633789062,170.52999877929688,171.6300048828125,184.36559967041015,-0.06194610264796252,-0.05226041623222255,1750,2024-12-17,170.5800018310547,0.0281393070713635,0.005510625110306,0.0457849541256829,2024-12-17,2024-12-19,2024-12-23
2025-01-22,ABBV,ABBV:2025-01-21:2025-01-21,2025-01-21,2025-01-21,1,171.22000122070312,170.3000030517578,170.8699951171875,168.05999755859375,169.1999969482422,176.21120025634767,-0.023981740807234697,-0.04751131526517138,1773,2025-01-23,170.4600067138672,0.0012319104001363,0.0377800476884135,0.0281590261874502,2025-01-23,2025-01-27,2025-01-29
2025-04-21,ABBV,ABBV:2025-04-17:2025-04-17,2025-04-17,2025-04-17,1,171.91000366210938,173.47000122070312,174.1699981689453,168.5399932861328,170.16000366210938,198.98720031738281,-0.13263609996505565,-0.14208487394964342,1834,2025-04-22,171.0800018310547,0.0157820722430697,0.054302041072614,0.1242693142348143,2025-04-22,2025-04-24,2025-04-28
2018-10-24,ADBE,ADBE:2018-10-22:2018-10-23,2018-10-22,2018-10-23,2,242.55999755859375,250.61000061035156,254.6000061035156,238.22999572753903,238.44000244140625,259.51500030517576,-0.031197494354771593,-0.009442906518305372,205,2018-10-25,242.1699981689453,0.0443903046673042,-0.0099929726524465,0.0148242819714856,2018-10-25,2018-10-29,2018-10-31
2019-08-14,ADBE,ADBE:2019-08-13:2019-08-13,2019-08-13,2019-08-13,1,286.3900146484375,287.6000061035156,289.6499938964844,281.42999267578125,283.6600036621094,295.30499938964846,-0.006223553836503082,-0.03448162533131727,406,2019-08-15,285.6400146484375,-0.0102577476652409,0.0081570734238105,0.0206203046800312,2019-08-15,2019-08-19,2019-08-21
2019-08-28,ADBE,ADBE:2019-08-26:2019-08-27,2019-08-26,2019-08-27,2,283.510009765625,286.54998779296875,287.989990234375,280.4200134277344,282.1300048828125,297.3824005126953,-0.026323699079409457,-0.012688887165535734,416,2019-08-29,285.7099914550781,0.0032200953948053,-0.0114100988608913,0.0071401372228265,2019-08-29,2019-09-03,2019-09-05
2019-09-20,ADBE,ADBE:2019-09-19:2019-09-19,2019-09-19,2019-09-19,1,279.8299865722656,281.6000061035156,283.20001220703125,274.95001220703125,277.9100036621094,291.705400390625,-0.03776674947188152,-0.022554266670286705,432,2019-09-23,275.92999267578125,0.0054724379578383,0.0054361614895648,0.0058348708436071,2019-09-23,2019-09-25,2019-09-27
2019-10-22,ADBE,ADBE:2019-10-21:2019-10-21,2019-10-21,2019-10-21,1,262.57000732421875,268.489990234375,269.2799987792969,260.6400146484375,261.0899963378906,279.4226007080078,-0.04691083340786317,-0.03633079732878053,454,2019-10-23,261.0,0.0012260817019875,0.0382375899859315,0.0400383609464798,2019-10-23,2019-10-25,2019-10-29
2020-03-16,ADBE,ADBE:2020-03-13:2020-03-13,2020-03-13,2020-03-13,1,298.0,288.3599853515625,307.1099853515625,283.25,286.0299987792969,349.49940002441406,-0.04270696762812842,-0.027874348786777747,553,2020-03-17,291.20001220703125,0.0707760456304844,0.0560096046527567,0.0551853575995577,2020-03-17,2020-03-19,2020-03-23
2020-10-26,ADBE,ADBE:2020-10-23:2020-10-23,2020-10-23,2020-10-23,1,479.510009765625,480.8800048828125,488.7799987792969,470.1300048828125,475.2000122070313,489.14880126953125,-0.0001981207147357944,-0.02720249235799521,709,2020-10-27,479.7799987792969,-0.0025428346821608,-0.0389136968511326,-0.0726166085008419,2020-10-27,2020-10-29,2020-11-02
2020-10-28,ADBE,ADBE:2020-10-27:2020-10-27,2020-10-27,2020-10-27,1,473.4700012207031,469.1700134277344,470.9700012207031,455.8800048828125,456.9700012207031,489.5576013183594,-0.022725479910939206,-0.06951060677354826,711,2020-10-29,459.3200073242187,0.003897017327356,-0.031307159830863,0.0607637447031752,2020-10-29,2020-11-02,2020-11-04
2020-10-30,ADBE,ADBE:2020-10-29:2020-10-29,2020-10-29,2020-10-29,1,457.2799987792969,458.3200073242187,459.5,442.510009765625,447.1000061035156,488.91200073242186,-0.05807418936141129,-0.07989625667478784,713,2020-11-02,451.0,-0.0134368016820261,0.0803326185949626,0.0967405873233093,2020-11-02,2020-11-04,2020-11-06
2021-01-14,ADBE,ADBE:2021-01-13:2021-01-13,2021-01-13,2021-01-13,1,469.2999877929687,472.4100036621094,473.5499877929687,462.2000122070313,463.2699890136719,480.2622003173828,-0.016348582448744153,-0.059867356626151724,764,2021-01-15,462.5,-0.0095567857896959,0.0156324561866554,0.0214918971706081,2021-01-15,2021-01-20,2021-01-22
